Date,Ticker,Open,Close,Volume,Low,High
8/3/2022,PANW,172.77,176.36,3290400,171.68,176.78
8/4/2022,PANW,170.34,167.23,8419200,161.36,171.33
8/5/2022,PANW,166,167.12,5057100,162.87,167.33
8/8/2022,PANW,167.99,167.02,3249900,166.67,171.93
8/9/2022,PANW,166.25,166.79,4237500,164,168.28
8/10/2022,PANW,171.57,173.95,3387900,170.67,174.63
8/11/2022,PANW,176.67,172.17,3569100,170.8,179.03
8/12/2022,PANW,176.15,175.63,2509200,173.7,176.54
8/15/2022,PANW,173.48,175.92,2816700,173.48,176.45
8/16/2022,PANW,175.23,174.85,3658800,171.71,175.45
8/17/2022,PANW,172.53,171.5,3278100,168.95,173.07
8/18/2022,PANW,172.41,172.62,3086700,170.81,173.72
8/19/2022,PANW,171.02,171.17,3374700,169.34,173.02
8/22/2022,PANW,168.71,169.35,9605400,166.87,171.46
8/23/2022,PANW,186.51,189.84,18363000,184,190.87
8/24/2022,PANW,190.17,188.27,4777500,187.67,190.67
8/25/2022,PANW,190,191.86,3913500,189.43,192.93
8/26/2022,PANW,191.31,186.9,3734100,186.89,192.5
8/29/2022,PANW,185,186.33,4053300,184.2,188.79
8/30/2022,PANW,188.05,186.56,3458700,184.81,189.63
8/31/2022,PANW,189,185.6,3531300,184.56,191
9/1/2022,PANW,182.82,181.72,4364100,178.09,184.35
9/2/2022,PANW,182.63,179.73,3547500,179.22,184.51
9/6/2022,PANW,177.99,176.85,4428600,172.78,178.62
9/7/2022,PANW,176.85,180,3379500,175.47,180.46
9/8/2022,PANW,179.82,182.42,2992200,178.34,183.06
9/9/2022,PANW,185.33,188.26,3855000,184.37,189.42
9/12/2022,PANW,188.72,189.36,3944400,187.27,190
9/13/2022,PANW,184.66,182.96,4386600,182.71,185.44
9/14/2022,PANW,183.75,182.06,5667000,178.84,183.96
9/15/2022,PANW,181.11,179.62,5206500,178.16,181.96
9/16/2022,PANW,176.75,174.09,7019500,171.54,177.24
9/19/2022,PANW,171.19,175.35,3746100,171,175.76
9/20/2022,PANW,174.9,175.02,3928200,173.69,176.7
9/21/2022,PANW,176.4,171.12,2988700,171.11,177.43
9/22/2022,PANW,169.55,166.18,3650700,165.32,171.74
9/23/2022,PANW,164.25,161.57,3465600,160.54,165.94
9/26/2022,PANW,162.16,163.17,3843500,161.89,166.82
9/27/2022,PANW,165.64,163.66,2952800,162.66,166.74
9/28/2022,PANW,163.71,166.8,3356800,163.1,167.72
9/29/2022,PANW,164.9,165.58,2916800,161.64,166.78
9/30/2022,PANW,164.69,163.79,3155800,163.72,167.87
10/3/2022,PANW,166,169.69,3773000,165.56,170.96
10/4/2022,PANW,173.44,173.84,3357900,172.5,175.45
10/5/2022,PANW,170.79,175.65,2212500,170.5,176.57
10/6/2022,PANW,175.3,174.75,2383200,174.45,179
10/7/2022,PANW,172.14,169.91,2833600,169.35,173.78
10/10/2022,PANW,169.51,163.14,3392500,161.61,170.48
10/11/2022,PANW,161.25,157.37,4753500,155.67,161.61
10/12/2022,PANW,156,155.31,3290800,153.17,157.8
10/13/2022,PANW,150.95,157.89,5100800,148.01,159.33
10/14/2022,PANW,159.08,154.83,3024700,154.41,160.01
10/17/2022,PANW,158.85,158.54,2800500,158.24,160.94
10/18/2022,PANW,163.28,163.37,3168500,161.68,166.79
10/19/2022,PANW,161.13,160.11,2249000,159.35,163.92
10/20/2022,PANW,159.5,158.57,3332900,157.36,162.23
10/21/2022,PANW,158.18,162.03,7396300,156.29,162.67
10/24/2022,PANW,161.41,161.34,4245500,157.42,162.56
10/25/2022,PANW,162.86,166.19,4242200,162.05,167.08
10/26/2022,PANW,164,166.73,2461500,163,169.58
10/27/2022,PANW,169.63,168.14,2510400,165.81,170.49
10/28/2022,PANW,167.9,171.08,1887900,166.24,171.48
10/31/2022,PANW,170.28,171.59,3017400,169.5,173
11/1/2022,PANW,173.94,170.77,2171000,169.58,176.1
11/2/2022,PANW,171.56,161.78,4686600,161.41,171.56
11/3/2022,PANW,154.28,149.7,11184100,146.22,154.69
11/4/2022,PANW,150.85,142.21,10131600,140.07,151.78
11/7/2022,PANW,142.85,144.45,5439800,140.52,145.33
11/8/2022,PANW,149.24,154.17,5964900,147.12,155.37
11/9/2022,PANW,153.32,151.57,3529000,151.15,154.29
11/10/2022,PANW,164.99,163.46,5994100,158.21,166.81
11/11/2022,PANW,164.03,165.32,4023800,162.9,168.12
11/14/2022,PANW,165.68,161.73,3603500,161.51,165.79
11/15/2022,PANW,166.4,162.38,4974000,161.82,167.05
11/16/2022,PANW,160,159.09,5944600,155.87,160.6
11/17/2022,PANW,156,156.56,8320300,151.49,157.51
11/18/2022,PANW,171.28,167.48,13395000,166.07,173
11/21/2022,PANW,166.51,170.62,6730300,165.07,173.57
11/22/2022,PANW,171.39,171.67,3549200,169.25,172.07
11/23/2022,PANW,172,173.1,2921700,170.09,175.63
11/25/2022,PANW,173.1,172.77,1067900,171.91,174.02
11/28/2022,PANW,172.04,171.39,2142400,169.83,173.89
11/29/2022,PANW,172,170.51,2432800,169.11,172.45
11/30/2022,PANW,165.47,169.9,8081400,163.75,170.28
12/1/2022,PANW,171.15,178.4,5330400,169.34,178.97
12/2/2022,PANW,175.07,172.69,3272000,171.87,176.64
12/5/2022,PANW,172.3,169.99,3521300,168.46,173.23
12/6/2022,PANW,170.21,166.69,2676500,165.91,171.58
12/7/2022,PANW,167.6,164.69,2385100,163.96,168.75
12/8/2022,PANW,164.86,160.78,4438000,158.67,165.06
12/9/2022,PANW,160.25,158.9,2492100,158.81,161.45
12/12/2022,PANW,159.35,161.78,3061000,157.87,161.83
12/13/2022,PANW,168.22,160.75,3570100,159.77,168.99
12/14/2022,PANW,160.65,160.23,1886200,158.5,162.69
12/15/2022,PANW,158,152.59,4769200,151.32,159.13
12/16/2022,PANW,151.59,151,4641800,150.36,152.9
12/19/2022,PANW,151.89,150.52,3138000,148.28,152.09
12/20/2022,PANW,148.65,149.28,3829700,147.74,150.7
12/21/2022,PANW,148.33,147.42,4195500,142.83,148.55
12/22/2022,PANW,145.41,143.15,4360800,141.53,145.48
12/23/2022,PANW,143.12,141.27,2966600,140.54,143.32
12/27/2022,PANW,140.53,139.21,2994200,139.01,141.34
12/28/2022,PANW,139.18,137.33,3276000,136.74,139.63
12/29/2022,PANW,138.41,140.2,3635200,138.1,141.59
12/30/2022,PANW,138.5,139.54,3361500,137.29,139.79
1/3/2023,PANW,141.32,138.45,3909100,137.51,143.45
1/4/2023,PANW,139.68,138.54,4274800,137.03,141.24
1/5/2023,PANW,137.62,135.11,5736700,132.7,137.68
1/6/2023,PANW,136.01,134.85,3707100,133.52,136.98
1/9/2023,PANW,137,135.08,4400800,134.69,139.69
1/10/2023,PANW,134.59,134.19,4858200,132.92,136.5
1/11/2023,PANW,135.55,136.71,3227300,134,137.25
1/12/2023,PANW,135.73,136.6,3822300,132.22,137.16
1/13/2023,PANW,134.54,138.86,4371300,134.54,139.18
1/17/2023,PANW,137.21,142,5219100,137.11,142.67
1/18/2023,PANW,143.76,141.68,4438500,141.18,145.29
1/19/2023,PANW,140.81,140.71,2632500,140.16,142.92
1/20/2023,PANW,142.87,146.1,7021500,142.61,146.49
1/23/2023,PANW,146.33,149.34,4499400,146.13,150.2
1/24/2023,PANW,150.81,151.14,5180500,149.39,152.16
1/25/2023,PANW,148,151.78,6491500,146.95,152.19
1/26/2023,PANW,154.78,159.11,6782500,153.68,159.98
1/27/2023,PANW,158,159.78,4171700,157.6,161.23
1/30/2023,PANW,158.27,157.63,3068800,157.19,159.15
1/31/2023,PANW,158.41,158.64,2048000,157.46,159.55
2/1/2023,PANW,157.35,159.72,5342500,154.22,161.29
2/2/2023,PANW,165.04,162.55,6069800,161.3,165.66
2/3/2023,PANW,158.81,159.72,2471000,158.24,162.39
2/6/2023,PANW,159,156.23,3015500,155.95,160.54
2/7/2023,PANW,155.95,159.7,3620300,154.11,160.21
2/8/2023,PANW,166.17,166.14,5705700,164.75,168.66
2/9/2023,PANW,168,166.13,3024300,165.51,169
2/10/2023,PANW,165.69,165.25,2190400,162.81,166.8
2/13/2023,PANW,166.32,166.31,2096100,164.41,167.41
2/14/2023,PANW,167.88,170.14,3137200,166.29,171.48
2/15/2023,PANW,172.03,177.26,5687700,171.2,177.6
2/16/2023,PANW,174.72,172.02,3890800,171.94,175.93
2/17/2023,PANW,170.4,169.28,3559500,167.81,170.8
2/21/2023,PANW,168.5,166.89,9125800,165.36,169.2
2/22/2023,PANW,182.38,187.75,21138600,182.3,188.79
2/23/2023,PANW,187.6,188.74,12320500,182.59,188.99
2/24/2023,PANW,185,186.63,6231300,184.42,187.72
2/27/2023,PANW,187.89,188.51,4472100,187.78,192.47
2/28/2023,PANW,188.51,188.37,4007400,188.06,191.83
3/1/2023,PANW,186.88,186.94,3202900,185.71,188.2
3/2/2023,PANW,186.5,189.85,3710500,185.5,191.03
3/3/2023,PANW,190.15,191.59,4524300,188.68,192.84
3/6/2023,PANW,187.72,187.91,4141900,186.85,190.4
3/7/2023,PANW,187.78,187.2,3055600,186.7,189.47
3/8/2023,PANW,188.05,188.38,5025600,186.16,189.15
3/9/2023,PANW,188.38,184.42,2634600,184.24,189.43
3/10/2023,PANW,184.81,185.71,5098800,182.5,187
3/13/2023,PANW,184.14,185.9,5634300,182.68,188.49
3/14/2023,PANW,186.73,184.48,4931600,182.86,188.22
3/15/2023,PANW,182.16,183.8,2948100,181.63,184.37
3/16/2023,PANW,184.5,189.77,4287500,182.67,190
3/17/2023,PANW,189.67,189.12,3774900,187.57,191.46
3/20/2023,PANW,187.99,189.43,3138900,186.88,190.2
3/21/2023,PANW,191.3,194.49,4750600,190.5,194.92
3/22/2023,PANW,194.2,190.89,3547500,190.75,195.81
3/23/2023,PANW,193.4,193.89,3691200,192.66,196.12
3/24/2023,PANW,192.89,191.55,2345700,190.89,193.58
3/27/2023,PANW,192,192.53,2488600,191.65,194.58
3/28/2023,PANW,191.83,190.76,2357600,189.84,193.31
3/29/2023,PANW,192.73,192.19,2489000,190.35,192.9
3/30/2023,PANW,193.91,193.57,2091900,192.03,195.11
3/31/2023,PANW,194.5,199.74,4190900,194.04,200.3
4/3/2023,PANW,198.01,196.33,2672500,195.59,198.91
4/4/2023,PANW,197.29,196.56,1818300,195.86,198.49
4/5/2023,PANW,196.76,194.18,2712200,191.91,196.8
4/6/2023,PANW,191.8,191.93,2935000,188.72,192.31
4/10/2023,PANW,190.1,192.62,2275900,188.83,193.71
4/11/2023,PANW,190.72,192.81,1727900,190.26,193.7
4/12/2023,PANW,195.05,195.28,2546600,193.43,196.81
4/13/2023,PANW,196.49,197.87,2115000,196.09,198.66
4/14/2023,PANW,193.85,199.44,3777200,192.6,199.87
4/17/2023,PANW,199.99,201.16,2423300,198.85,202.96
4/18/2023,PANW,203.17,200,1512100,199.86,203.44
4/19/2023,PANW,197.95,195.32,2486700,194.97,199.69
4/20/2023,PANW,193.13,192.27,3078800,191.2,193.9
4/21/2023,PANW,192.27,193.25,2007100,191.17,194.42
4/24/2023,PANW,193.04,191.95,1856600,190.41,194.74
4/25/2023,PANW,188.18,182.57,3869500,182.19,188.61
4/26/2023,PANW,184.67,183.79,2633000,182.73,185.49
4/27/2023,PANW,185.28,185.12,2574400,183.44,186.13
4/28/2023,PANW,183.9,182.46,3986700,181.01,183.99
5/1/2023,PANW,180.66,183.3,3969800,179.71,185.24
5/2/2023,PANW,181.37,176.89,6780100,176.3,183.12
5/3/2023,PANW,177.01,177.66,3417100,176.35,180.54
5/4/2023,PANW,178.63,179.01,2910300,177.09,180.7
5/5/2023,PANW,179.24,183.93,3191800,179.14,184.73
5/8/2023,PANW,188,191.52,3854300,187.93,192.2
5/9/2023,PANW,192.64,195.84,3863800,192.39,197.06
5/10/2023,PANW,197.13,199.4,2667000,197,201.52
5/11/2023,PANW,200.55,197.18,3012900,196.57,200.84
5/12/2023,PANW,198.65,199.3,3011400,196.82,199.37
5/15/2023,PANW,198.3,193,6568000,190.67,198.55
5/16/2023,PANW,190.28,191.43,4865300,188.86,192.8
5/17/2023,PANW,192.31,191.52,3425700,190.1,193.12
5/18/2023,PANW,191,189.72,5244200,186.75,191.49
5/19/2023,PANW,190.87,188.66,4222900,188.32,192.38
5/22/2023,PANW,189.47,192.11,5910500,188.3,192.97
5/23/2023,PANW,191.56,189.74,9648900,188.83,193.2
5/24/2023,PANW,196.23,204.31,17036500,194.08,207.38
5/25/2023,PANW,206.27,207.98,6143700,202.6,208.87
5/26/2023,PANW,208.37,211.7,6405400,208.19,217.05
5/30/2023,PANW,216,212.48,5585000,211.42,219.5
5/31/2023,PANW,212.25,213.39,5589600,211.63,216.26
6/1/2023,PANW,211,216.79,4421600,210.12,218.28
6/2/2023,PANW,217.06,217.24,4648800,215.05,219.93
6/5/2023,PANW,226.47,226.79,13772500,223.09,230.18
